"","ID","Overall.Rating","Program.Expenses","Administrative.Expenses","Fundraising.Expenses","Fundraising.Efficiency","Working.Capital.Ratio..years.","Program.Expenses.Growth","Liabilities.to.Assets","Independent.Voting.Board.Members","No.Material.diversion.of.assets","Audited.financials.prepared.by.independent.accountant","Does.Not.Provide.Loan.s..to.or.Receive.Loan.s..From.related.parties","Documents.Board.Meeting.Minutes","Provided.copy.of.Form.990.to.organization.s.governing.body.in.advance.of.filing","Conflict.of.Interest.Policy","Whistleblower.Policy","Records.Retention.and.Destruction.Policy","CEO.listed.with.salary","Process.for.determining.CEO.compensation","Board.Listed...Board.Members.Not.Compensated","Donor.Privacy.Policy","Board.Members.Listed","Audited.Financials","Form.990","Key.staff.listed","reg_prediction","reg_error"
"77",88,92.24,0.865,0.06,0.073,0.08,0.87,0.352,0.314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.422384678797,-0.182384678797007
"78",89,97.45,0.828,0.131,0.039,0.02,3.6,0.076,0.026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,94.3125605882451,3.13743941175488
"79",90,89.15,0.822,0.13,0.046,0.06,7.38,0.055,0.094,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.0462062118209,0.10379378817909
"80",91,85.38,0.782,0.132,0.084,0.23,0.6,0.02,0.342,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,85.6805063767151,-0.300506376715134
"81",92,94.51,0.907,0.062,0.029,0.02,1.91,0.023,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.8326652641148,-2.32266526411479
"82",93,84.58,0.811,0.099,0.088,0.16,1.28,0.008,0.557,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.7820464836015,0.797953516398522
"83",94,86.67,0.955,0.021,0.023,0.02,0.05,-0.084,0.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,93.132173156882,-6.462173156882
"84",95,96.37,0.826,0.08,0.093,0.1,2.94,0.261,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.3595629839853,0.0104370160147198
"85",96,88.81,0.854,0.049,0.095,0.12,0.73,-0.012,0.036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,90.2756722325695,-1.46567223256949
"86",97,91.01,0.81,0.124,0.065,0.07,0.39,0.018,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,90.2381411038644,0.771858896135655
"87",98,77.91,0.744,0.166,0.088,0.07,0.9,-0.053,0.267,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,77.3563870323434,0.553612967656633
"88",99,93.98,0.871,0.062,0.066,0.06,0.91,0.05,0.035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.8026701560351,0.177329843964856
"89",100,95,0.87,0.067,0.061,0.06,1.46,0.054,0.084,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.5687566634477,0.431243336552342
"90",101,87.3,0.889,0.019,0.09,0.09,0.23,-0.066,0.034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.9409175580123,-4.64091755801232
"91",102,84.72,0.807,0.112,0.08,0.08,0.33,-0.038,0.318,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.3448119221397,-2.62481192213971
"92",103,87.18,0.806,0.166,0.026,0.02,1.06,-0.054,0.113,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,87.2609956739356,-0.0809956739356181
"93",104,88.24,0.78,0.158,0.061,0.06,0.88,0.06,0.081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.0271160155189,0.212883984481053
"94",105,88.06,0.864,0.054,0.081,0.08,0.89,0.012,0.112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.0982885563431,-1.03828855634306
"95",106,85.85,0.882,0.076,0.041,0.04,0.22,-0.101,0.056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.220005234789,-7.37000523478898
"96",107,94.74,0.864,0.082,0.053,0.05,1.26,0.098,0.131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,91.9222281132587,2.81777188674127
"97",108,86.13,0.785,0.079,0.135,0.16,2,0.022,0.043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,84.7577415985696,1.37225840143043
"98",109,90.88,0.875,0.099,0.025,0.03,5.71,0.023,0.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.0993242290185,-1.2193242290185
"99",110,94.73,0.849,0.079,0.07,0.07,1.26,0.101,0.123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,91.8235921682415,2.90640783175849
"100",111,90.07,0.894,0.05,0.055,0.06,0.36,0.015,0.167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.7700637104388,-3.70006371043884
"101",112,91.91,0.921,0.001,0.076,0.07,0.83,0.094,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.330906883274,-0.420906883273972
"102",113,95.49,0.901,0.003,0.094,0.07,1.06,0.006,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.9219209079181,0.568079092081902
"103",114,84.31,0.803,0.094,0.102,0.16,2.98,-0.04,0.042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,82.959969228194,1.350030771806
"104",116,76.26,0.707,0.242,0.05,0.07,1.51,-0.164,0.083,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,76.5590224015454,-0.299022401545358
"105",117,85.49,0.832,0.078,0.089,0.12,0.45,-0.023,0.167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.3258984545928,-4.83589845459278
"106",118,77.53,0.618,0.281,0.1,0.1,0.75,-0.025,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,84.4358100039657,-6.90581000396573
"107",119,85.79,0.774,0.138,0.086,0.09,0.1,-0.184,0.079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.4033359685411,-0.613335968541094
"108",120,85.23,0.827,0.089,0.083,0.08,0.17,-0.042,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,90.6060579397175,-5.37605793971754
"109",121,82.24,0.918,0.039,0.042,0.04,0.25,-0.115,0.17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84.2777903582748,-2.03779035827479
"110",122,88.17,0.843,0.039,0.116,0.11,1.45,0.015,0.064,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.1167731574777,-2.94677315747774
"111",124,82.12,0.9,0.059,0.04,0.1,0.24,-0.04,0.281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.7995360228868,-8.67953602288682
"112",125,91.45,0.918,0.051,0.03,0.02,1.12,0.196,0.259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,93.2235861424979,-1.77358614249789
"113",126,94.81,0.81,0.109,0.08,0.08,0.57,0.393,0.153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,95.1949164964741,-0.384916496474077
"114",128,91.77,0.805,0.068,0.126,0.08,2.03,0.495,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,94.5764604367067,-2.80646043670666
"115",129,95.47,0.912,0.034,0.052,0.04,0.77,0.181,0.053,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.4576477768295,-0.98764777682949
"116",131,96.95,0.795,0.133,0.071,0.06,1.56,0.099,0.022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,92.4105041933277,4.53949580667235
"117",132,78.89,0.719,0.085,0.194,0.26,0.65,-0.037,0.191,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,80.2483269295694,-1.35832692956939
"118",133,80.88,0.869,0.115,0.015,0.03,0.93,-0.002,0.232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81.7644905276451,-0.884490527645141
"119",135,56.16,0.829,0.051,0.118,0.11,0.04,0.084,0.055,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.6942613344985,-5.53426133449854
"120",136,76.66,0.575,0.187,0.237,0.16,14.15,-0.004,0.011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.8957390470242,-7.2357390470242
"121",139,72.71,0.946,0.015,0.037,0.03,0.02,-0.024,0.128,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78.5006277264184,-5.79062772641842
"122",140,85.38,0.853,0.109,0.037,0.03,0.38,-0.037,0.207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.1338371667554,-2.75383716675537
"123",141,65.81,0.649,0.161,0.189,0.19,0.16,-0.025,0.551,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,68.8048633487536,-2.99486334875355
"124",142,87.43,0.713,0.194,0.091,0.09,0.64,0.006,0.058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.5090108026414,-0.0790108026414202
"125",143,81,0.703,0.143,0.152,0.15,0.9,-0.121,0.119,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.440014828308,-2.44001482830798
"126",146,94.74,0.859,0.044,0.095,0.08,0.56,0.109,0.006,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.6483962939768,6.09160370602321
"127",148,95.37,0.832,0.137,0.03,0.07,13.27,0.03,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.6938769725365,-1.32387697253648
"128",149,90.13,0.893,0.057,0.049,0.19,2.36,0.051,0.493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.2619884257801,-0.131988425780065
"129",150,79.23,0.63,0.248,0.121,0.19,3.99,0.011,0.189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,81.9908846160767,-2.76088461607668
"130",152,68.3,0.647,0.263,0.089,0.1,0.87,-0.143,0.219,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,67.8705690853831,0.429430914616859
"131",153,78.99,0.801,0.045,0.153,0.2,0.31,0.083,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.7895423851549,-1.79954238515489
"132",154,84.43,0.672,0.27,0.057,0.08,8.75,0.067,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,82.816527983501,1.61347201649896
"133",155,89.24,0.829,0.111,0.059,0.05,10.46,0.14,0.121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,95.2167135351212,-5.97671353512122
"134",156,93.94,0.936,0.026,0.036,0.03,0.31,0.044,0.051,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97.1279569859989,-3.18795698599891
"135",157,91.05,0.878,0.034,0.086,0.14,0.63,0.078,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90.7571139873713,0.292886012628685
"136",158,84.44,0.84,0.094,0.064,0.12,0.56,-0.003,0.385,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.604323591855,1.83567640814495
"137",159,86.8,0.724,0.205,0.069,0.04,5.58,0.158,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.3927132427732,0.407286757226814
"138",160,73.1,0.752,0.05,0.196,0.23,0.36,-0.031,0.193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,73.7759285410784,-0.675928541078406
"139",161,80.7,0.785,0.156,0.058,0.09,0.22,0.028,0.302,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.222623708836,-0.52262370883598
"140",162,79.08,0.786,0.09,0.123,0.18,0.18,0.018,0.471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,79.1661129682426,-0.0861129682426451
"141",163,97.78,0.952,0.017,0.03,0.02,0.33,0.081,0.04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,97.3916273537629,0.388372646237073
"142",164,85.53,0.747,0.159,0.092,0.11,1.17,-0.202,0.02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.8984302063936,-1.36843020639357
"143",165,82.3,0.773,0.066,0.159,0.19,0.57,-0.051,0.157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,85.5931654204091,-3.29316542040911
"144",166,78.65,0.645,0.139,0.214,0.3,5.37,-0.061,0.034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,79.2007758569922,-0.550775856992146
"145",167,76.38,0.652,0.239,0.107,0.59,13.81,-0.021,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.4636009451275,-7.0836009451275
"146",168,82.77,0.765,0.163,0.07,0.09,0.97,-0.087,0.184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,81.9311272911996,0.838872708800352
"147",169,77.63,0.92,0.054,0.025,0.02,1.33,-0.159,0.044,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,79.7670972357282,-2.13709723572825
"148",170,90.13,0.732,0.215,0.052,0.02,11.95,0.02,0.023,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.0001831763959,-0.870183176395884
"149",171,82.54,0.761,0.131,0.106,0.22,6.22,-0.078,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,82.4464044122059,0.0935955877940984
"150",172,71.95,0.722,0.22,0.056,0.08,1.94,-0.052,0.038,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,71.2301040510986,0.71989594890141
"151",174,85.62,0.732,0.12,0.146,0.24,1.39,0.028,0.072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,83.3713234997095,2.2486765002905
"152",176,97.4,0.881,0.057,0.061,0.06,0.52,0.068,0.206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.6984090361923,3.70159096380772
"153",177,87.58,0.888,0.08,0.031,0.03,0.2,0.019,0.341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.1059304038944,-2.52593040389439
"154",178,76.84,0.815,0.149,0.034,0.02,2.31,-0.001,0.336,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,72.3368099855546,4.50319001444541
"155",179,87,0.772,0.141,0.086,0.08,0.99,-0.07,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.0506633264966,0.949336673503382
"156",180,87.32,0.903,0.068,0.028,0.03,0.55,0.007,0.075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,89.4979062107978,-2.1779062107978
"157",181,86.76,0.845,0.107,0.046,0.04,0.48,0.179,0.023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87.6752982815189,-0.915298281518872
"158",182,92.79,0.654,0.206,0.138,0.14,2.86,0.098,0.037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.6124096975704,5.17759030242962
"159",183,91.45,0.922,0.022,0.054,0.05,0.81,0.095,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,93.6161557519332,-2.1661557519332
"160",185,89.39,0.894,0.028,0.076,0.2,0.25,0.097,0.339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.5310800907201,-2.14108009072005
"161",186,98.23,0.943,0.033,0.023,0.02,0.63,0.23,0.046,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100.361457008573,-2.13145700857261
"162",187,84.37,0.851,0.056,0.092,0.09,0.35,0.013,0.472,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,82.5878054108511,1.7821945891489
"163",189,93.99,0.838,0.121,0.04,0.03,0.68,0.199,0.044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.0067293197354,0.983270680264624
"164",190,93.26,0.779,0.12,0.099,0.15,0.52,0.338,0.032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.7370413619119,-1.47704136191187
"165",191,84.24,0.734,0.093,0.171,0.16,0.66,0.049,0.604,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,81.6057654313645,2.63423456863552
"166",192,89.64,0.854,0.101,0.043,0.04,1.03,-0.076,0.313,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.3579115439352,-0.717911543935173
"167",193,95.43,0.848,0.061,0.09,0.09,1,0.09,0.261,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.8521323141002,4.57786768589985
"168",194,91.88,0.744,0.129,0.125,0.17,2.09,0.073,0.042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,88.5920022650035,3.28799773499654
"169",195,88.59,0.827,0.07,0.101,0.2,5,0.083,0.05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,88.0940529267108,0.495947073289187
"170",196,75.21,0.579,0.138,0.281,0.28,1.99,0.009,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,78.2092310824457,-2.99923108244572
"171",197,90.4,0.804,0.125,0.069,0.12,1.8,0.039,0.095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.8026038587059,2.5973961412941
"172",199,93.98,0.865,0.058,0.075,0.07,0.69,0.103,0.143,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.0419435915247,0.938056408475333
"173",200,64.13,0.692,0.048,0.258,0.28,0.44,0.035,0.296,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.6317077126507,-0.501707712650713
"174",201,92.13,0.755,0.156,0.088,0.16,3.22,0.083,0.124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,87.4097478823003,4.72025211769973
